0.00000000	0.00000000	-0.94900010	0.82200000
0.01900000	-0.20000000	-0.96200010	0.82200000
0.03800000	-0.10000000	-0.96200010	0.82200000
0.05700000	0.00000000	-0.97600010	0.82200000
0.07600000	-0.10000000	-0.98900000	0.82400010
0.09500000	-0.10000000	-0.98900000	0.82400010
0.11399999	-0.20000000	-1.00300000	0.82400010
0.13299999	-0.10000000	-1.01600000	0.82200000
0.15199999	-0.10000000	-1.01600000	0.82200000
0.17099999	0.00000000	-1.03000000	0.82200000
0.18999999	-0.10000000	-1.03000000	0.82400010
0.20899999	-0.10000000	-1.04400000	0.82200000
0.22799999	-0.10000000	-1.05700000	0.82400010
0.24699999	0.00000000	-1.05700000	0.82200000
0.26599999	0.00000000	-1.05700000	0.82200000
0.28499999	0.00000000	-1.07100000	0.82400010
0.30399999	-0.20000000	-1.08400000	0.82200000
0.32299999	0.00000000	-1.08400000	0.82200000
0.34199998	0.00000000	-1.09800000	0.82200000
0.36099998	0.00000000	-1.11100000	0.82200000
0.37999998	0.00000000	-1.11100000	0.82400010
0.39899998	0.00000000	-1.13800000	0.82400010
0.41799998	0.00000000	-1.12500000	0.82400010
0.43699998	0.00000000	-1.12500000	0.82400010
0.45599998	0.00000000	-1.15200000	0.82200000
0.47499998	0.00000000	-1.16600000	0.82400010
0.49399998	-0.10000000	-1.16600000	0.82200000
0.51299998	0.00000000	-1.17900000	0.82500000
0.53199998	0.00000000	-1.16600000	0.82200000
0.55099998	0.00000000	-1.17900000	0.82200000
0.56999997	0.00000000	-1.20600000	0.82200000
0.58899997	-0.10000000	-1.22000000	0.82200000
0.60799997	-0.10000000	-1.20600000	0.82200000
0.62699997	0.00000000	-1.22000000	0.82200000
0.64599997	0.00000000	-1.23300000	0.82400010
0.66499997	-0.10000000	-1.23300000	0.82400010
0.68399997	-0.10000000	-1.23300000	0.82200000
0.70299997	-0.10000000	-1.24700000	0.82200000
0.72199997	-0.10000000	-1.24700000	0.82200000
0.74099997	-0.10000000	-1.27400000	0.82200000
0.75999997	-0.10000000	-1.27400000	0.82400010
0.77899997	-0.10000000	-1.27400000	0.82200000
0.79799996	0.00000000	-1.28800000	0.82100000
0.81699996	-0.10000000	-1.30100000	0.82200000
0.83599996	0.00000000	-1.30100000	0.82200000
0.85499996	0.00000000	-1.30100000	0.82200000
0.87399996	-0.10000000	-1.32800000	0.82200000
0.89299996	0.00000000	-1.32800000	0.82100000
0.91199996	-0.10000000	-1.32800000	0.82200000
0.93099996	-0.20000000	-1.34200000	0.82100000
0.94999996	0.00000000	-1.34200000	0.82200000
0.96899996	-0.10000000	-1.36900000	0.82200000
0.98799996	-0.10000000	-1.36900000	0.82200000
1.00699996	-0.20000000	-1.36900000	0.82100000
1.02599995	0.00000000	-1.38300000	0.82200000
1.04499995	-0.10000000	-1.38300000	0.82200000
1.06399995	-0.20000000	-1.41000000	0.82100000
1.08299995	0.00000000	-1.41000000	0.82100000
1.10199995	0.00000000	-1.42300000	0.82200000
1.12099995	-0.10000000	-1.42300000	0.82200000
1.13999995	-0.10000000	-1.42300000	0.82100000
1.15899995	-0.20000000	-1.45000000	0.82100000
1.17799995	-0.10000000	-1.43700000	0.82100000
1.19699995	-0.10000000	-1.45000000	0.82200000
1.21599995	-0.10000000	-1.46400000	0.82400010
1.23499995	0.00000000	-1.46400000	0.82100000
1.25399994	-0.10000000	-1.47700000	0.82100000
1.27299994	0.00000000	-1.47700000	0.82100000
1.29199994	-0.10000000	-1.49100000	0.82100000
1.31099994	0.00000000	-1.47700000	0.82100000
1.32999994	0.00000000	-1.47700000	0.82100000
1.34899994	-0.10000000	-1.46400000	0.82000010
1.36799994	-0.10000000	-1.45000000	0.82100000
1.38699994	-0.20000000	-1.45000000	0.82100000
1.40599994	0.00000000	-1.45000000	0.82200000
1.42499994	0.00000000	-1.43700000	0.82100000
1.44399994	-0.10000000	-1.43700000	0.82100000
1.46299994	-0.20000000	-1.41000000	0.82200000
1.48199993	-0.10000000	-1.41000000	0.82100000
1.50099993	-0.10000000	-1.41000000	0.82100000
1.51999993	-0.20000000	-1.39600000	0.82100000
1.53899993	-0.20000000	-1.38300000	0.82100000
1.55799993	-0.10000000	-1.38300000	0.82200000
1.57699993	0.00000000	-1.36900000	0.82400010
1.59599993	0.00000000	-1.35500000	0.82100000
1.61499993	0.00000000	-1.35500000	0.82200000
1.63399993	-0.20000000	-1.35500000	0.82200000
1.65299993	-0.10000000	-1.32800000	0.82100000
1.67199993	-0.10000000	-1.32800000	0.82200000
1.69099992	0.00000000	-1.32800000	0.82400010
1.70999992	0.00000000	-1.31500000	0.82200000
1.72899992	-0.10000000	-1.30100000	0.82200000
1.74799992	0.00000000	-1.30100000	0.82100000
1.76699992	-0.30000000	-1.28800000	0.82000010
1.78599992	-0.10000000	-1.28800000	0.82100000
1.80499992	-0.10000000	-1.27400000	0.82200000
1.82399992	-0.20000000	-1.26100000	0.82100000
1.84299992	-0.10000000	-1.26100000	0.82100000
1.86199992	-0.20000000	-1.24700000	0.82000010
1.88099992	-0.10000000	-1.24700000	0.82100000
1.89999992	-0.10000000	-1.23300000	0.82100000
1.91899991	-0.10000000	-1.23300000	0.82100000
1.93799991	-0.10000000	-1.22000000	0.81900010
1.95699991	-0.20000000	-1.22000000	0.82000010
1.97599991	0.00000000	-1.20600000	0.82000010
1.99499991	0.00000000	-1.19300000	0.81900010
2.01399991	-0.10000000	-1.19300000	0.81900010
2.03299991	-0.10000000	-1.17900000	0.81800000
2.05199991	-0.10000000	-1.17900000	0.81600000
2.07099991	-0.10000000	-1.16600000	0.81600000
2.08999991	0.00000000	-1.16600000	0.81800000
2.10899991	-0.10000000	-1.13800000	0.81500010
2.12799991	0.00000000	-1.13800000	0.81600000
2.14699990	-0.10000000	-1.13800000	0.81500010
2.16599990	-0.10000000	-1.12500000	0.81500010
2.18499990	-0.10000000	-1.11100000	0.81400000
2.20399990	-0.10000000	-1.11100000	0.81500010
2.22299990	0.00000000	-1.09800000	0.81300000
2.24199990	-0.10000000	-1.09800000	0.81300000
2.26099990	-0.10000000	-1.08400000	0.81100000
2.27999990	-0.10000000	-1.07100000	0.81100000
2.29899990	-0.10000000	-1.07100000	0.81000010
2.31799990	0.00000000	-1.07100000	0.81000010
2.33699990	-0.10000000	-1.07100000	0.80900000
2.35599990	-0.10000000	-1.04400000	0.80800000
2.37499989	-0.10000000	-1.04400000	0.80900000
2.39399989	0.00000000	-1.03000000	0.80800000
2.41299989	0.00000000	-1.03000000	0.80700000
2.43199989	-0.10000000	-1.01600000	0.80700000
2.45099989	-0.10000000	-1.00300000	0.80500010
2.46999989	0.00000000	-0.98900000	0.80500010
2.48899989	-0.10000000	-0.98900000	0.80700000
2.50799989	-0.10000000	-0.97600010	0.80300000
2.52699989	-0.20000000	-0.97600010	0.80400000
2.54599989	-0.10000000	-0.97600010	0.80300000
2.56499989	0.00000000	-0.94900010	0.80300000
2.58399989	0.00000000	-0.94900010	0.80200000
2.60299988	0.00000000	-0.93500010	0.80200000
2.62199988	-0.20000000	-0.93500010	0.79900000
2.64099988	-0.10000000	-0.92200010	0.79900000
2.65999988	-0.10000000	-0.92200010	0.80000000
2.67899988	-0.10000000	-0.90800010	0.79900000
2.69799988	0.00000000	-0.90800010	0.79800000
2.71699988	-0.10000000	-0.90800010	0.79700010
2.73599988	0.00000000	-0.89400010	0.79700010
2.75499988	0.00000000	-0.86700000	0.79600010
2.77399988	0.00000000	-0.88100000	0.79700010
2.79299988	0.00000000	-0.86700000	0.79300000
2.81199988	-0.20000000	-0.86700000	0.79400000
2.83099987	0.00000000	-0.84000000	0.79300000
2.84999987	0.00000000	-0.84000000	0.79300000
2.86899987	0.00000000	-0.84000000	0.79300000
2.88799987	-0.10000000	-0.82700000	0.79200010
2.90699987	-0.20000000	-0.82700000	0.79100000
2.92599987	-0.10000000	-0.80000000	0.78900000
2.94499987	-0.30000000	-0.80000000	0.79100000
2.96399987	-0.20000000	-0.80000000	0.78900000
2.98299987	0.00000000	-0.78600000	0.78900000
3.00199987	-0.20000000	-0.78600000	0.78800000
3.02099987	-0.10000000	-0.75900010	0.78800000
3.03999986	0.00000000	-0.75900010	0.78500000
3.05899986	-0.30000000	-0.75900010	0.78700010
3.07799986	-0.10000000	-0.74500010	0.78500000
3.09699986	-0.20000000	-0.73200010	0.78200010
3.11599986	-0.20000000	-0.73200010	0.78300010
3.13499986	-0.30000000	-0.71800010	0.78200010
3.15399986	-0.10000000	-0.70500000	0.78200010
3.17299986	-0.30000000	-0.70500000	0.78100000
3.19199986	-0.30000000	-0.70500000	0.78100000
3.21099986	0.00000000	-0.67700000	0.78000000
3.22999986	-0.10000000	-0.67700000	0.78100000
3.24899986	-0.20000000	-0.67700000	0.77800010
3.26799985	-0.10000000	-0.66400000	0.77800010
